summary,2025-01-03,NVDA,,,,,,,3.80,,2,,,,,,,,,,0.9004,2024-12-31T15:27:00+00:00,1504,2301
summary,2025-01-03,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.5370,2025-01-02T09:07:00+00:00,489,1569
trade,2025-01-06,SPY,Long,2025-01-06T14:32:00+00:00,2025-01-06T14:33:00+00:00,596.3238,596.1661,0.50,-0.08,-0.000265,60000,ScoreExit,0.2486,0.2654,0.2518,0.1424,0.4599,0.4199,0.1424,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T14:36:00+00:00,2025-01-06T14:37:00+00:00,596.6839,596.2462,0.50,-0.22,-0.000734,60000,ScoreExit,0.1517,0.1419,0.1359,0.0003,0.4599,0.0372,0.0003,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T14:39:00+00:00,2025-01-06T14:40:00+00:00,596.8440,596.3260,0.50,-0.26,-0.000868,60000,ScoreExit,0.1606,0.1387,0.2247,0.0003,0.4599,0.0058,0.0003,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T14:45:00+00:00,2025-01-06T14:46:00+00:00,597.3742,597.5557,0.50,0.09,0.000304,60000,ScoreExit,0.2688,0.4052,0.1653,0.1905,0.4599,0.5311,0.3568,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T14:48:00+00:00,2025-01-06T14:49:00+00:00,598.0744,597.5357,0.50,-0.27,-0.000901,60000,ScoreExit,0.4010,0.3815,0.4897,0.3568,0.4599,0.2945,0.3568,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T14:55:00+00:00,2025-01-06T14:56:00+00:00,598.1544,598.0055,0.50,-0.07,-0.000249,60000,ScoreExit,0.3920,0.3745,0.4359,0.3508,0.4599,0.5472,0.3031,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T14:58:00+00:00,2025-01-06T14:59:00+00:00,597.7213,597.6457,0.50,-0.04,-0.000126,60000,ScoreExit,0.2947,0.3239,-0.2505,0.3031,0.4599,0.0410,0.3031,0.4599,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:03:00+00:00,2025-01-06T15:04:00+00:00,598.3845,597.9656,0.50,-0.21,-0.000700,60000,ScoreExit,0.4397,0.4361,0.5260,0.4043,0.4817,0.4900,0.4043,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:09:00+00:00,2025-01-06T15:10:00+00:00,598.4743,598.2855,0.50,-0.09,-0.000316,60000,ScoreExit,0.4490,0.4576,0.4737,0.4286,0.4817,0.5595,0.4286,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:14:00+00:00,2025-01-06T15:15:00+00:00,598.8196,598.5453,0.50,-0.14,-0.000458,60000,ScoreExit,0.4577,0.4592,0.4856,0.4410,0.4817,0.5010,0.4410,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:17:00+00:00,2025-01-06T15:18:00+00:00,598.4383,598.3055,0.50,-0.07,-0.000222,60000,ScoreExit,0.3103,0.3367,-0.1287,0.2978,0.4817,0.1345,0.2978,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:20:00+00:00,2025-01-06T15:21:00+00:00,598.6145,598.1355,0.50,-0.24,-0.000800,60000,ScoreExit,0.3243,0.2981,0.0104,0.2978,0.4817,-0.1636,0.2832,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:24:00+00:00,2025-01-06T15:25:00+00:00,598.7146,598.2930,0.50,-0.21,-0.000704,60000,ScoreExit,0.3289,0.3195,0.1449,0.2832,0.4817,0.0508,0.2832,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:28:00+00:00,2025-01-06T15:29:00+00:00,598.8446,598.6853,0.50,-0.08,-0.000266,60000,ScoreExit,0.3949,0.4113,0.3340,0.3616,0.4817,0.4980,0.3616,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:32:00+00:00,2025-01-06T15:33:00+00:00,598.7170,598.4554,0.50,-0.13,-0.000437,60000,ScoreExit,0.1716,0.1976,-0.2608,0.0887,0.4817,-0.0016,0.0887,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:35:00+00:00,2025-01-06T15:36:00+00:00,598.6780,598.2205,0.50,-0.23,-0.000764,60000,ScoreExit,0.1637,0.0615,-0.3402,0.0887,0.4817,-0.4217,-0.0680,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:41:00+00:00,2025-01-06T15:42:00+00:00,598.5795,598.3055,0.50,-0.14,-0.000458,60000,ScoreExit,0.1565,0.1756,-0.0885,0.0347,0.4817,0.1029,0.0347,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:44:00+00:00,2025-01-06T15:45:00+00:00,598.6645,598.2455,0.50,-0.21,-0.000700,60000,ScoreExit,0.1742,0.1711,0.0888,0.0347,0.4817,0.0579,0.0347,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:49:00+00:00,2025-01-06T15:50:00+00:00,598.7746,598.4154,0.50,-0.18,-0.000600,60000,ScoreExit,0.1633,0.1601,-0.0037,0.0319,0.4817,-0.0357,0.0319,0.4817,,,
trade,2025-01-06,SPY,Long,2025-01-06T15:58:00+00:00,2025-01-06T15:59:00+00:00,599.0947,598.7253,0.50,-0.18,-0.000617,60000,ScoreExit,0.1882,0.1915,0.0258,0.0685,0.4817,0.0595,0.0685,0.4817,,,
summary,2025-01-06,SPY,,,,,,,-2.96,,20,,,,,,,,,,0.7443,2025-01-03T16:03:00+00:00,945,1171
trade,2025-01-06,QQQ,Long,2025-01-06T14:32:00+00:00,2025-01-06T14:33:00+00:00,524.1622,524.0684,0.57,-0.05,-0.000179,60000,ScoreExit,0.3841,0.3960,0.2318,0.3459,0.5112,0.3512,0.3459,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T14:36:00+00:00,2025-01-06T14:37:00+00:00,524.9024,524.9375,0.57,0.02,0.000067,60000,ScoreExit,0.3234,0.3436,0.2810,0.2366,0.5112,0.4822,0.2366,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T14:40:00+00:00,2025-01-06T14:41:00+00:00,525.1325,525.3973,0.57,0.15,0.000504,60000,ScoreExit,0.3197,0.3741,0.2441,0.2366,0.5112,0.5208,0.2810,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T14:45:00+00:00,2025-01-06T14:46:00+00:00,525.4426,525.7672,0.57,0.19,0.000618,60000,ScoreExit,0.3069,0.4636,-0.1503,0.2810,0.5112,0.4079,0.4491,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T14:48:00+00:00,2025-01-06T14:49:00+00:00,526.2729,526.0371,0.57,-0.13,-0.000448,60000,ScoreExit,0.4650,0.4718,0.4222,0.4491,0.5112,0.4900,0.4491,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T14:55:00+00:00,2025-01-06T14:56:00+00:00,526.5429,526.3370,0.57,-0.12,-0.000391,60000,ScoreExit,0.4650,0.4146,0.4168,0.4500,0.5112,0.4993,0.3523,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T14:58:00+00:00,2025-01-06T14:59:00+00:00,525.7727,525.7372,0.57,-0.02,-0.000067,60000,ScoreExit,0.3263,0.3475,-0.3842,0.3523,0.5112,-0.1720,0.3523,0.5112,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:01:00+00:00,2025-01-06T15:02:00+00:00,526.1428,525.8872,0.57,-0.15,-0.000486,60000,ScoreExit,0.3782,0.3825,-0.0218,0.3629,0.5423,0.0214,0.3629,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:04:00+00:00,2025-01-06T15:05:00+00:00,526.2728,526.0271,0.57,-0.14,-0.000467,60000,ScoreExit,0.3888,0.3888,0.0841,0.3629,0.5423,0.0842,0.3629,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:10:00+00:00,2025-01-06T15:11:00+00:00,526.4129,525.2974,0.57,-0.64,-0.002119,60000,ScoreExit,0.4510,0.3891,0.4135,0.4117,0.5423,-0.4900,0.4590,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:14:00+00:00,2025-01-06T15:15:00+00:00,526.7030,526.6869,0.57,-0.01,-0.000030,60000,ScoreExit,0.4930,0.4935,0.5491,0.4590,0.5423,0.5540,0.4590,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:18:00+00:00,2025-01-06T15:19:00+00:00,527.0231,526.8619,0.57,-0.09,-0.000306,60000,ScoreExit,0.4834,0.4854,0.5179,0.4482,0.5423,0.5372,0.4482,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:21:00+00:00,2025-01-06T15:22:00+00:00,527.0731,526.8469,0.57,-0.13,-0.000429,60000,ScoreExit,0.4104,0.4177,0.3785,0.3498,0.5423,0.4517,0.3498,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:24:00+00:00,2025-01-06T15:25:00+00:00,527.2931,526.8769,0.57,-0.24,-0.000789,60000,ScoreExit,0.4046,0.3871,0.3207,0.3498,0.5423,0.1456,0.3498,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:27:00+00:00,2025-01-06T15:28:00+00:00,527.4232,527.2268,0.57,-0.11,-0.000372,60000,ScoreExit,0.4628,0.4686,0.4172,0.4307,0.5423,0.4744,0.4307,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:30:00+00:00,2025-01-06T15:31:00+00:00,527.6082,527.2468,0.57,-0.21,-0.000685,60000,ScoreExit,0.4684,0.2918,0.4726,0.4307,0.5423,0.2833,0.1680,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:33:00+00:00,2025-01-06T15:34:00+00:00,527.2931,527.1268,0.57,-0.09,-0.000315,60000,ScoreExit,0.2446,0.2699,-0.1889,0.1680,0.5423,0.0644,0.1680,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:36:00+00:00,2025-01-06T15:37:00+00:00,527.0931,527.0069,0.57,-0.05,-0.000163,60000,ScoreExit,0.1219,0.1729,-0.4442,0.0061,0.5423,0.0653,0.0061,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:39:00+00:00,2025-01-06T15:40:00+00:00,527.2231,526.7769,0.57,-0.25,-0.000846,60000,ScoreExit,0.1467,0.1202,-0.1970,0.0061,0.5423,-0.4615,0.0061,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:42:00+00:00,2025-01-06T15:43:00+00:00,527.4332,527.0748,0.57,-0.20,-0.000679,60000,ScoreExit,0.2801,0.2780,0.2410,0.1556,0.5423,0.2195,0.1556,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:45:00+00:00,2025-01-06T15:46:00+00:00,527.4132,527.4467,0.57,0.02,0.000064,60000,ScoreExit,0.2923,0.2909,0.3621,0.1556,0.5423,0.5472,0.1226,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:48:00+00:00,2025-01-06T15:49:00+00:00,527.6532,527.2068,0.57,-0.25,-0.000846,60000,ScoreExit,0.2615,0.2371,0.2526,0.1226,0.5423,0.0088,0.1226,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:51:00+00:00,2025-01-06T15:52:00+00:00,527.5232,527.1468,0.57,-0.21,-0.000714,60000,ScoreExit,0.2574,0.2400,-0.0774,0.1708,0.5423,-0.2514,0.1708,0.5423,,,
trade,2025-01-06,QQQ,Long,2025-01-06T15:54:00+00:00,2025-01-06T15:55:00+00:00,527.6632,527.2968,0.57,-0.21,-0.000695,60000,ScoreExit,0.3012,0.2940,0.3610,0.1708,0.5423,0.2891,0.1708,0.5423,,,
summary,2025-01-06,QQQ,,,,,,,-2.93,,24,,,,,,,,,,0.7286,2025-01-03T14:39:00+00:00,995,1237
trade,2025-01-06,AAPL,Long,2025-01-06T14:31:00+00:00,2025-01-06T14:32:00+00:00,244.9335,245.4114,1.22,0.58,0.001951,60000,ScoreExit,0.4309,0.4374,0.5419,0.4133,0.4291,0.6071,0.4133,0.4291,,,
trade,2025-01-06,AAPL,Long,2025-01-06T14:37:00+00:00,2025-01-06T14:38:00+00:00,245.4940,245.5213,1.22,0.03,0.000111,60000,ScoreExit,0.2687,0.2872,0.1666,0.2056,0.4291,0.3516,0.2056,0.4291,,,
trade,2025-01-06,AAPL,Long,2025-01-06T14:40:00+00:00,2025-01-06T14:41:00+00:00,245.5887,244.6916,1.22,-1.10,-0.003653,60000,ScoreExit,0.2706,0.0709,0.1848,0.2056,0.4291,-0.3274,-0.0419,0.4291,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:01:00+00:00,2025-01-06T15:02:00+00:00,244.6284,244.5916,1.23,-0.05,-0.000150,60000,ScoreExit,0.1818,0.1999,0.1819,0.0074,0.5306,0.3586,0.0074,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:04:00+00:00,2025-01-06T15:05:00+00:00,244.7434,244.6116,1.22,-0.16,-0.000539,60000,ScoreExit,0.1954,0.1981,0.3137,0.0074,0.5320,0.3406,0.0074,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:07:00+00:00,2025-01-06T15:08:00+00:00,244.7884,244.7665,1.22,-0.03,-0.000089,60000,ScoreExit,0.2441,0.2656,0.2642,0.0967,0.5320,0.4797,0.0967,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:11:00+00:00,2025-01-06T15:12:00+00:00,244.8384,244.9615,1.22,0.15,0.000503,60000,ScoreExit,0.3313,0.3756,0.0919,0.2709,0.5320,0.5350,0.2709,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:17:00+00:00,2025-01-06T15:18:00+00:00,245.4587,245.2914,1.22,-0.20,-0.000682,60000,ScoreExit,0.2791,0.2714,0.3376,0.1429,0.5320,0.2606,0.1429,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:20:00+00:00,2025-01-06T15:21:00+00:00,245.3286,245.3014,1.22,-0.03,-0.000111,60000,ScoreExit,0.2473,0.3274,0.0192,0.1429,0.5320,0.3135,0.2275,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:25:00+00:00,2025-01-06T15:26:00+00:00,245.5887,245.4189,1.22,-0.21,-0.000691,60000,ScoreExit,0.3135,0.3133,0.1737,0.2275,0.5320,0.0779,0.2433,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:28:00+00:00,2025-01-06T15:29:00+00:00,245.5586,245.5313,1.22,-0.03,-0.000111,60000,ScoreExit,0.2960,0.3457,-0.0951,0.2433,0.5320,0.4010,0.2433,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:31:00+00:00,2025-01-06T15:32:00+00:00,245.5786,245.3044,1.22,-0.33,-0.001117,60000,ScoreExit,0.3168,0.2840,-0.0703,0.2736,0.5320,-0.3976,0.2736,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:34:00+00:00,2025-01-06T15:35:00+00:00,245.6187,245.5413,1.22,-0.09,-0.000315,60000,ScoreExit,0.3371,0.3545,0.1328,0.2736,0.5320,0.3076,0.2736,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:40:00+00:00,2025-01-06T15:41:00+00:00,245.7837,245.7018,1.22,-0.10,-0.000333,60000,ScoreExit,0.3312,0.4251,0.0222,0.2822,0.5320,0.2195,0.4059,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:44:00+00:00,2025-01-06T15:45:00+00:00,246.0531,245.9712,1.22,-0.10,-0.000333,60000,ScoreExit,0.4511,0.4537,0.4803,0.4059,0.5320,0.5059,0.4059,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:49:00+00:00,2025-01-06T15:50:00+00:00,246.2789,246.0362,1.22,-0.30,-0.000985,60000,ScoreExit,0.3902,0.3635,0.1965,0.3516,0.5320,-0.0708,0.3516,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:52:00+00:00,2025-01-06T15:53:00+00:00,246.0888,245.9712,1.22,-0.14,-0.000478,60000,ScoreExit,0.3440,0.3657,-0.3177,0.3602,0.5320,-0.0999,0.3602,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:55:00+00:00,2025-01-06T15:56:00+00:00,246.1788,246.1391,1.22,-0.05,-0.000161,60000,ScoreExit,0.3891,0.4224,0.1341,0.3602,0.5320,0.3719,0.3760,0.5320,,,
trade,2025-01-06,AAPL,Long,2025-01-06T15:58:00+00:00,2025-01-06T15:59:00+00:00,246.2288,246.2111,1.22,-0.02,-0.000072,60000,ScoreExit,0.3818,0.4265,-0.0346,0.3760,0.5320,0.4131,0.3760,0.5320,,,
summary,2025-01-06,AAPL,,,,,,,-2.18,,19,,,,,,,,,,0.8627,2025-01-03T14:43:00+00:00,686,1144
trade,2025-01-06,NVDA,Long,2025-01-06T14:32:00+00:00,2025-01-06T14:33:00+00:00,148.5095,148.7304,2.02,0.45,0.001487,60000,ScoreExit,0.4977,0.5302,0.0716,0.3907,0.8539,0.3962,0.3907,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:35:00+00:00,2025-01-06T14:36:00+00:00,149.0497,148.8803,2.01,-0.34,-0.001136,60000,ScoreExit,0.5285,0.5479,0.3788,0.3907,0.8539,0.2232,0.4490,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:38:00+00:00,2025-01-06T14:39:00+00:00,149.0547,148.9903,2.01,-0.13,-0.000432,60000,ScoreExit,0.5361,0.5380,0.1049,0.4490,0.8539,0.1237,0.4490,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:41:00+00:00,2025-01-06T14:42:00+00:00,149.7522,149.4701,2.00,-0.56,-0.001884,60000,ScoreExit,0.3949,0.3775,0.5768,0.1350,0.8539,0.4033,0.1350,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:44:00+00:00,2025-01-06T14:45:00+00:00,149.2837,148.9603,2.01,-0.65,-0.002166,60000,ScoreExit,0.3401,0.3093,0.0288,0.1350,0.8539,-0.2786,0.1350,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:47:00+00:00,2025-01-06T14:48:00+00:00,149.6109,149.6239,2.00,0.03,0.000087,60000,ScoreExit,0.6169,0.6286,0.4186,0.5315,0.8539,0.5355,0.5315,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:50:00+00:00,2025-01-06T14:51:00+00:00,150.3101,149.4801,1.99,-1.65,-0.005521,60000,ScoreExit,0.6350,0.3885,0.5991,0.5315,0.8539,-0.0853,0.2348,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:53:00+00:00,2025-01-06T14:54:00+00:00,149.7299,149.6546,2.00,-0.15,-0.000503,60000,ScoreExit,0.3995,0.4065,0.0250,0.2348,0.8539,0.0949,0.2348,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:56:00+00:00,2025-01-06T14:57:00+00:00,149.5199,149.0404,2.00,-0.96,-0.003207,60000,ScoreExit,0.4514,0.4307,-0.2416,0.3657,0.8539,-0.4488,0.3657,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T14:59:00+00:00,2025-01-06T15:00:00+00:00,149.4928,149.8013,2.00,0.62,0.002064,60000,ScoreExit,0.4653,0.5137,-0.1025,0.3657,0.8539,0.3808,0.3657,0.8539,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:02:00+00:00,2025-01-06T15:03:00+00:00,150.0500,149.9000,2.00,-0.30,-0.001000,60000,ScoreExit,0.5081,0.5094,0.4086,0.3331,0.8913,0.4217,0.3331,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:05:00+00:00,2025-01-06T15:06:00+00:00,150.0400,149.9091,2.00,-0.26,-0.000872,60000,ScoreExit,0.5016,0.6207,0.3437,0.3331,0.8913,0.2539,0.5465,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:08:00+00:00,2025-01-06T15:09:00+00:00,150.3600,150.4748,1.99,0.23,0.000764,60000,ScoreExit,0.6497,0.6529,0.5437,0.5465,0.8913,0.5763,0.5465,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:11:00+00:00,2025-01-06T15:12:00+00:00,150.4011,150.6598,1.99,0.52,0.001720,60000,ScoreExit,0.6600,0.6921,0.2437,0.6138,0.8913,0.5647,0.6138,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:14:00+00:00,2025-01-06T15:15:00+00:00,151.0253,151.1696,1.98,0.29,0.000956,60000,ScoreExit,0.6887,0.6947,0.5299,0.6138,0.8913,0.5899,0.6138,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:17:00+00:00,2025-01-06T15:18:00+00:00,151.1093,151.1896,1.98,0.16,0.000531,60000,ScoreExit,0.6309,0.6417,0.4439,0.5319,0.8913,0.5516,0.5319,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:20:00+00:00,2025-01-06T15:21:00+00:00,151.2103,151.0047,1.98,-0.41,-0.001360,60000,ScoreExit,0.6277,0.5798,0.4116,0.5319,0.8913,0.0858,0.5063,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:23:00+00:00,2025-01-06T15:24:00+00:00,151.0903,151.1040,1.98,0.03,0.000090,60000,ScoreExit,0.5839,0.6066,0.1268,0.5063,0.8913,0.3537,0.5063,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:26:00+00:00,2025-01-06T15:27:00+00:00,151.5104,151.6445,1.98,0.27,0.000885,60000,ScoreExit,0.6420,0.6434,0.5574,0.5314,0.8913,0.5717,0.5314,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:29:00+00:00,2025-01-06T15:30:00+00:00,151.6565,151.4895,1.98,-0.33,-0.001101,60000,ScoreExit,0.6378,0.6183,0.5160,0.5314,0.8913,0.3205,0.5314,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:32:00+00:00,2025-01-06T15:33:00+00:00,151.4744,151.4396,1.98,-0.07,-0.000230,60000,ScoreExit,0.4663,0.4865,-0.0466,0.3392,0.8913,0.1563,0.3392,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:35:00+00:00,2025-01-06T15:36:00+00:00,151.3204,151.2332,1.98,-0.17,-0.000576,60000,ScoreExit,0.4399,0.4387,-0.3100,0.3392,0.8913,-0.3003,0.3356,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:38:00+00:00,2025-01-06T15:39:00+00:00,151.4104,151.2896,1.98,-0.24,-0.000798,60000,ScoreExit,0.4631,0.4511,-0.0561,0.3356,0.8913,-0.1761,0.3356,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:41:00+00:00,2025-01-06T15:42:00+00:00,151.3974,151.3497,1.98,-0.09,-0.000315,60000,ScoreExit,0.4310,0.4753,-0.2864,0.3203,0.8913,0.1569,0.3203,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:44:00+00:00,2025-01-06T15:45:00+00:00,151.3204,151.3096,1.98,-0.02,-0.000071,60000,ScoreExit,0.4247,0.4746,-0.3495,0.3203,0.8913,0.1503,0.3203,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:47:00+00:00,2025-01-06T15:48:00+00:00,151.6155,151.3631,1.98,-0.50,-0.001665,60000,ScoreExit,0.3764,0.3263,0.5286,0.0935,0.8913,0.0283,0.0935,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:50:00+00:00,2025-01-06T15:51:00+00:00,151.2304,151.2296,1.98,-0.00,-0.000005,60000,ScoreExit,0.2719,0.5006,-0.5159,0.0935,0.8913,-0.1801,0.4186,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:53:00+00:00,2025-01-06T15:54:00+00:00,151.9506,151.9015,1.97,-0.10,-0.000323,60000,ScoreExit,0.5733,0.5746,0.5470,0.4186,0.8913,0.5600,0.4186,0.8913,,,
trade,2025-01-06,NVDA,Long,2025-01-06T15:56:00+00:00,2025-01-06T15:57:00+00:00,151.9206,151.7695,1.97,-0.30,-0.000995,60000,ScoreExit,0.3365,0.3222,0.4197,0.0452,0.8913,0.2767,0.0452,0.8913,,,
